escuela,region,distrito,total_matricula,curso,nivel,pct_estudiantes
JARDINES DE CAGUAS,CAGUAS,GURABO,51,espa,avanzado,28.57
JARDINES DE PONCE,PONCE,PONCE,348,espa,avanzado,15.68
JESUS MANUEL SUAREZ,SAN JUAN,CAROLINA,228,espa,avanzado,55.24
JESUS MARIA SANROMA,SAN JUAN,CAROLINA,288,espa,avanzado,8.46
JESUS SANCHEZ ERAZO,BAYAMON,BAYAMON,534,espa,avanzado,25
JESUS SILVA,SAN JUAN,GUAYNABO,275,espa,avanzado,47.72
JESUS T PINERO,ARECIBO,MANATI,414,espa,avanzado,11.62
JESUS T PINERO,CAGUAS,GURABO,197,espa,avanzado,12.1
JESUS T PINERO,CAGUAS,CIDRA,422,espa,avanzado,37.77
JESUS T PINERO,SAN JUAN,CAROLINA,321,espa,avanzado,35.18
JESUS T PINERO,SAN JUAN,GUAYNABO,351,espa,avanzado,22.73
JOAQUIN FERRAN LLUIS,PONCE,PONCE,61,espa,avanzado,50
JOAQUIN RODRIGUEZ RUIZ,ARECIBO,ARECIBO,224,espa,avanzado,66.19
JOBOS,HUMACAO,CANOVANAS,90,espa,avanzado,36.59
JOHN F KENNEDY,CAGUAS,GURABO,239,espa,avanzado,16.1
JOHN F KENNEDY,PONCE,SANTA ISABEL,202,espa,avanzado,97.04
JOHN F KENNEDY,BAYAMON,TOA BAJA,195,espa,avanzado,14.13
JOHN W HARRIS,ARECIBO,ARECIBO,241,espa,avanzado,25.19
JORGE ROSARIO DEL VALLE,HUMACAO,YABUCOA,366,espa,avanzado,20.64
JORGE SEDA CRESPO,MAYAGUEZ,AGUADILLA,165,espa,avanzado,21.6
JORGE WASHINGTON II,CAGUAS,GUAYAMA,210,espa,avanzado,49.57
JOSE  M ESPADA ZAYAS,PONCE,SANTA ISABEL,316,espa,avanzado,39.42
JOSE .F CINTRON Y ANEXO,HUMACAO,YABUCOA,114,espa,avanzado,19.4
JOSE A CASTILLO,MAYAGUEZ,CABO ROJO,300,espa,avanzado,73.65
JOSE A GONZALEZ,PONCE,SANTA ISABEL,263,espa,avanzado,69.74
JOSE A LOPEZ CASTRO,HUMACAO,LAS PIEDRAS,162,espa,avanzado,11.54
JOSE A NIEVES,BAYAMON,TOA BAJA,215,espa,avanzado,54.55
JOSE ACEVEDO ALVAREZ,MAYAGUEZ,AGUADILLA,110,espa,avanzado,25
JOSE B BARCELO OLIVER,PONCE,UTUADO,NA,espa,avanzado,NA
JOSE C ROSARIO,MAYAGUEZ,SAN SEBASTIAN,475,espa,avanzado,20.7
JOSE CALZADA FERRER,HUMACAO,CANOVANAS,404,espa,avanzado,9.68
JOSE CAMPECHE,HUMACAO,YABUCOA,704,espa,avanzado,13.29
JOSE CAMPECHE,BAYAMON,BAYAMON,253,espa,avanzado,38.93
JOSE COLLAZO COLON,HUMACAO,LAS PIEDRAS,633,espa,avanzado,20.47
JOSE COLON GONZALEZ,CAGUAS,BARRANQUITAS,340,espa,avanzado,73.89
JOSE CORDERO ROSARIO,ARECIBO,MANATI,174,espa,avanzado,42.31
JOSE D ROSADO,ARECIBO,VEGA ALTA,199,espa,avanzado,14.68
JOSE DE CHOUDENS,CAGUAS,GUAYAMA,286,espa,avanzado,14.94
JOSE DE DIEGO,HUMACAO,LAS PIEDRAS,238,espa,avanzado,13.25
JOSE DE DIEGO,MAYAGUEZ,AGUADILLA,142,espa,avanzado,67.05
JOSE DE DIEGO,MAYAGUEZ,AGUADILLA,206,espa,avanzado,11.49
JOSE EMILIO LUGO,PONCE,UTUADO,693,espa,avanzado,28.08
JOSE F DIAZ,SAN JUAN,GUAYNABO,266,espa,avanzado,15.35
JOSE FELIPE ZAYAS,PONCE,SANTA ISABEL,523,espa,avanzado,17.11
JOSE GAUTIER BENITEZ,ARECIBO,ARECIBO,234,espa,avanzado,71.15
JOSE GAUTIER BENITEZ,CAGUAS,GURABO,547,espa,avanzado,7.77
JOSE GAUTIER BENITEZ,MAYAGUEZ,MAYAGUEZ,402,espa,avanzado,12.77
JOSE GAUTIER BENITEZ,PONCE,PONCE,181,espa,avanzado,60.27
JOSE GONZALEZ RUIZ,MAYAGUEZ,AGUADILLA,151,espa,avanzado,47.13
JOSE GUALBERTO PADILLA,ARECIBO,ARECIBO,212,espa,avanzado,12.39
JOSE GUALBERTO PADILLA,CAGUAS,CIDRA,54,espa,avanzado,88.46
JOSE GUALBERTO PADILLA,SAN JUAN,SAN JUAN II,219,espa,avanzado,15.83
JOSE GUALBERTO PADILLA,ARECIBO,VEGA ALTA,393,espa,avanzado,8.55
JOSE HORACIO CORA,CAGUAS,GUAYAMA,342,espa,avanzado,19.5
JOSE JULIAN ACOSTA,MAYAGUEZ,SAN SEBASTIAN,145,espa,avanzado,20.88
JOSE JULIAN ACOSTA (TEATRO),SAN JUAN,SAN JUAN I,210,espa,avanzado,44.74
JOSE M DEL VALLE,BAYAMON,TOA BAJA,348,espa,avanzado,22.52
JOSE M MASSARI,CAGUAS,GUAYAMA,259,espa,avanzado,48.78
JOSE M RIVERA SOLIS,SAN JUAN,SAN JUAN II,167,espa,avanzado,3.53
JOSE M TORRES,BAYAMON,BAYAMON,197,espa,avanzado,11.85
JOSE MERCADO,CAGUAS,GURABO,234,espa,avanzado,30.82
JOSE MUNOZ VAZQUEZ,CAGUAS,GUAYAMA,170,espa,avanzado,16.78
JOSE NEVAREZ LOPEZ,BAYAMON,TOA BAJA,197,espa,avanzado,32.26
JOSE ONOFRE TORRES,PONCE,YAUCO,446,espa,avanzado,13.87
JOSE PABLO MORALES,BAYAMON,TOA BAJA,317,espa,avanzado,14.66
JOSE PADIN,CAGUAS,GUAYAMA,140,espa,avanzado,73.75
JOSE PAGAN DE JESUS,ARECIBO,VEGA ALTA,415,espa,avanzado,11.74
JOSE R AGOSTO,HUMACAO,FAJARDO,200,espa,avanzado,93.88
JOSE R GAZTAMBIDE,MAYAGUEZ,CABO ROJO,202,espa,avanzado,33.01
JOSE RAMON RODRIGUEZ,PONCE,SANTA ISABEL,426,espa,avanzado,36.92
JOSE ROBLES OTERO,BAYAMON,TOA BAJA,189,espa,avanzado,39.08
JOSE RODRIGUEZ SOTO,PONCE,YAUCO,491,espa,avanzado,16.85
JOSE ROJAS CORTES,BAYAMON,OROCOVIS,520,espa,avanzado,26.67
JOSE SANTOS ALEGRIA,ARECIBO,VEGA ALTA,1007,espa,avanzado,16.59
JOSE SANTOS QUINONES,HUMACAO,CANOVANAS,301,espa,avanzado,7.53
JOSE SEVERO QUINONES,SAN JUAN,CAROLINA,759,espa,avanzado,8.6
JOSE VIZCARRONDO,PONCE,UTUADO,188,espa,avanzado,15.75
JOSEFA DEL RIO GUERRERO,BAYAMON,OROCOVIS,620,espa,avanzado,33.05
JOSEFA VELEZ BAUZA (SUPERIOR URBANA),PONCE,YAUCO,718,espa,avanzado,12.04
JOSEFINA BARCELO,SAN JUAN,GUAYNABO,516,espa,avanzado,9.82
JOSEFINA BOYA LEON,PONCE,PONCE,311,espa,avanzado,18.98
JOSEFINA FERRERO,HUMACAO,FAJARDO,401,espa,avanzado,15.91
JOSEFINA LEON ZAYAS,PONCE,UTUADO,765,espa,avanzado,11.98
JOSEFINA LINARES,ARECIBO,CAMUY,334,espa,avanzado,25.41
JOSEFINA MARRERO FEBUS,BAYAMON,COROZAL,144,espa,avanzado,18.33
JOSEFINA MUNOZ DE BERNIER,HUMACAO,YABUCOA,320,espa,avanzado,18.15
JOSEFITA MONSERRATE DE SELLES,BAYAMON,BAYAMON,279,espa,avanzado,21.79
JUAN  ANTONIO  CORRETJER,SAN JUAN,SAN JUAN II,350,espa,avanzado,6.96
JUAN A CORRETJER,ARECIBO,MANATI,670,espa,avanzado,13.92
JUAN A SANCHEZ,HUMACAO,LAS PIEDRAS,259,espa,avanzado,81.02
JUAN A SANCHEZ DAVILA,ARECIBO,MANATI,215,espa,avanzado,18.12
JUAN ALEJO ARIZMENDI,ARECIBO,CAMUY,382,espa,avanzado,12.63
JUAN B HUYKE,HUMACAO,YABUCOA,193,espa,avanzado,10
JUAN B HUYKE,SAN JUAN,SAN JUAN II,413,espa,avanzado,14.69
JUAN CUEVAS ABOY,PONCE,PONCE,303,espa,avanzado,33.33
JUAN DE DIOS QUINONES,MAYAGUEZ,SAN SEBASTIAN,341,espa,avanzado,18.09
JUAN E MIRANDA,SAN JUAN,GUAYNABO,402,espa,avanzado,14.56
JUAN I VEGA,MAYAGUEZ,CABO ROJO,195,espa,avanzado,29.9
JUAN JOSE MAUNEZ,HUMACAO,FAJARDO,496,espa,avanzado,10
JUAN JOSE OSUNA,SAN JUAN,SAN JUAN I,213,espa,avanzado,35.48
JUAN LINO SANTIAGO,MAYAGUEZ,AGUADILLA,578,espa,avanzado,26.76
JUAN MOREL CAMPOS (MUSICA),PONCE,PONCE,NA,espa,avanzado,NA
JUAN MORELL CAMPOS,BAYAMON,BAYAMON,233,espa,avanzado,20.19
JUAN NAVARRO,CAGUAS,GURABO,111,espa,avanzado,62.07
JUAN PONCE DE LEON,HUMACAO,LAS PIEDRAS,375,espa,avanzado,29.48
JUAN PONCE DE LEON,SAN JUAN,SAN JUAN II,363,espa,avanzado,1.69
JUAN PONCE DE LEON,SAN JUAN,GUAYNABO,367,espa,avanzado,21.74
JUAN PONCE DE LEON II,ARECIBO,MANATI,660,espa,avanzado,18.45
JUAN QUIRINDONGO MORELL,ARECIBO,VEGA ALTA,704,espa,avanzado,17.73
JUAN RAMON JIMENEZ,SAN JUAN,SAN JUAN II,257,espa,avanzado,6.91
JUAN RAMON JIMENEZ,BAYAMON,BAYAMON,402,espa,avanzado,6.63
JUAN ROMAN OCASIO,SAN JUAN,GUAYNABO,160,espa,avanzado,30.12
JUAN SERAPIO MANGUAL,PONCE,SANTA ISABEL,337,espa,avanzado,40.31
JUAN SERRALLES (INTERMEDIA),PONCE,PONCE,529,espa,avanzado,22.37
JUAN SERRALLES (SUPERIOR),PONCE,PONCE,434,espa,avanzado,16.67
JUAN SUAREZ PELEGRINA (NUEVA),MAYAGUEZ,AGUADILLA,923,espa,avanzado,22.71
JUAN ZAMORA,CAGUAS,BARRANQUITAS,176,espa,avanzado,60.87
JUANA A MENDEZ,SAN JUAN,CAROLINA,459,espa,avanzado,27.56
JUANA B GUZMAN,MAYAGUEZ,SAN SEBASTIAN,89,espa,avanzado,43.14
JUANA COLON,CAGUAS,BARRANQUITAS,475,espa,avanzado,21.43
JUANA G AVILES (FRANQUEZ),BAYAMON,OROCOVIS,308,espa,avanzado,25
JUANA RODRIGUEZ MUNDO,HUMACAO,CANOVANAS,247,espa,avanzado,25.66
JUANITA GARCIA PERAZA,SAN JUAN,SAN JUAN II,232,espa,avanzado,74.42
JUANITA RAMIREZ GONZALEZ,ARECIBO,MANATI,375,espa,avanzado,13.19
JUANITA RIVERA,PONCE,SANTA ISABEL,183,espa,avanzado,28.85
JUANITA RIVERA ALBERT,HUMACAO,FAJARDO,82,espa,avanzado,NA
JUDITH A VIVAS,PONCE,UTUADO,372,espa,avanzado,64.84
JULIA CORDERO NEGRON,PONCE,PONCE,152,espa,avanzado,2.86
JULIA DE BURGOS,HUMACAO,CANOVANAS,186,espa,avanzado,12.9
JULIAN E BLANCO (BALLET),SAN JUAN,SAN JUAN I,113,espa,avanzado,46.58
JULIO ALVARADO,PONCE,PONCE,338,espa,avanzado,9.83
JULIO COLLAZO SILVA,PONCE,PONCE,232,espa,avanzado,15.44
JULIO LEBRON SOTO,ARECIBO,CAMUY,255,espa,avanzado,34.51
JULIO RESSY,BAYAMON,BAYAMON,313,espa,avanzado,24.86
JULIO SEIJO,ARECIBO,ARECIBO,257,espa,avanzado,27.89
JULIO SELLES SOLA,SAN JUAN,SAN JUAN I,557,espa,avanzado,26.02
JULIO V GUZMAN,MAYAGUEZ,CABO ROJO,444,espa,avanzado,19.05
JUSTINA VAZQUEZ MENDOZA,CAGUAS,GURABO,281,espa,avanzado,67.95
LA CARMEN,MAYAGUEZ,MAYAGUEZ,128,espa,avanzado,61.43
LA ESPERANZA (LUIS PALES MATOS),SAN JUAN,SAN JUAN I,233,espa,avanzado,47.83
LA FERMINA,HUMACAO,LAS PIEDRAS,333,espa,avanzado,55.21
LA VEGA (STEPHEN S HUSE),CAGUAS,BARRANQUITAS,127,espa,avanzado,49.33
LADISLAO MARTINEZ,ARECIBO,VEGA ALTA,613,espa,avanzado,11.46
LAMBOGLIA,HUMACAO,YABUCOA,77,espa,avanzado,9.59
LAS AMERICAS,SAN JUAN,SAN JUAN I,271,espa,avanzado,7.82
LAS MAREAS,CAGUAS,GUAYAMA,104,espa,avanzado,18
LAS MERCEDES,SAN JUAN,SAN JUAN II,199,espa,avanzado,15.93
LAS VIRTUDES,SAN JUAN,SAN JUAN II,157,espa,avanzado,43.68
LAURA MERCADO,MAYAGUEZ,CABO ROJO,346,espa,avanzado,24.29
LAURENTINO ESTRELLA COLON,ARECIBO,CAMUY,160,espa,avanzado,65.77
LAURENTINO NIEVES VELEZ,MAYAGUEZ,SAN SEBASTIAN,120,espa,avanzado,50.75
LCDO GUILLERMO ATILES MOREAU,SAN JUAN,SAN JUAN II,138,espa,avanzado,4.55
LENA M FRANCESCH - RUBIAS KM 2.5,PONCE,YAUCO,71,espa,avanzado,36.73
LEONARDO VALENTIN TIRADO,ARECIBO,MANATI,387,espa,avanzado,25.4
LEONICIO MELENDEZ,HUMACAO,LAS PIEDRAS,346,espa,avanzado,13.91
LEONIDES MORALES RODRIGUEZ,MAYAGUEZ,CABO ROJO,892,espa,avanzado,21.52
LIBERATA IRALDO (NUEVA),HUMACAO,CANOVANAS,517,espa,avanzado,17.15
LIBRADO NET,PONCE,PONCE,229,espa,avanzado,49.07
LIBRE DE MUSICA,ARECIBO,ARECIBO,NA,espa,avanzado,NA
LIDIA FIOL SCARANO,HUMACAO,LAS PIEDRAS,244,espa,avanzado,41.67
LILA MARIA MERCEDES MAYORAL,PONCE,PONCE,338,espa,avanzado,12.99
LINO PADRON RIVERA,ARECIBO,VEGA ALTA,865,espa,avanzado,8.09
LLANOS DEL SUR,PONCE,PONCE,354,espa,avanzado,24.75
LOAIZA CORDERO DEL ROSARIO,PONCE,YAUCO,701,espa,avanzado,11.11
LOLA RODRIGUEZ DE TIO,MAYAGUEZ,CABO ROJO,763,espa,avanzado,20.77
LORENCITA RAMIREZ DE ARELLANO,BAYAMON,TOA BAJA,190,espa,avanzado,23.26
LORENZO COBALLES GANDIA,ARECIBO,ARECIBO,623,espa,avanzado,13.48
LORENZO VIZCARRONDO,SAN JUAN,CAROLINA,678,espa,avanzado,5.56
LUCIA CUBERO,MAYAGUEZ,AGUADILLA,160,espa,avanzado,88.39
LUCY GRILLASCA,PONCE,PONCE,231,espa,avanzado,38.74
LUDOVICO COSTOSO,BAYAMON,BAYAMON,86,espa,avanzado,14.81
LUIS A FERRE AGUAYO,PONCE,YAUCO,218,espa,avanzado,50.45
LUIS A RIVERA,CAGUAS,GUAYAMA,284,espa,avanzado,13.48
LUIS F CRESPO,ARECIBO,CAMUY,881,espa,avanzado,12.57
LUIS FELIPE RODRIGUEZ GARCIA,ARECIBO,CAMUY,543,espa,avanzado,68.97
LUIS HERNAIZ VERONNE,HUMACAO,CANOVANAS,512,espa,avanzado,7.48
LUIS LLORENS TORRES,PONCE,SANTA ISABEL,610,espa,avanzado,20.45
LUIS LLORENS TORRES,SAN JUAN,SAN JUAN I,337,espa,avanzado,0.63
LUIS M SANTIAGO,BAYAMON,TOA BAJA,504,espa,avanzado,12.36
LUIS MELENDEZ RODRIGUEZ ELEM,ARECIBO,ARECIBO,438,espa,avanzado,20.72
LUIS MUNIZ SOUFFRONT,SAN JUAN,SAN JUAN I,403,espa,avanzado,15.85
LUIS MUNOZ GRILLO,CAGUAS,GURABO,146,espa,avanzado,33.87
LUIS MUNOZ MARIN,ARECIBO,ARECIBO,260,espa,avanzado,34.94
LUIS MUNOZ MARIN,CAGUAS,GURABO,264,espa,avanzado,41.1
LUIS MUNOZ MARIN,CAGUAS,CIDRA,367,espa,avanzado,12.22
LUIS MUNOZ MARIN,CAGUAS,BARRANQUITAS,281,espa,avanzado,64.79
LUIS MUNOZ MARIN,CAGUAS,BARRANQUITAS,588,espa,avanzado,31.65
LUIS MUNOZ MARIN,HUMACAO,CANOVANAS,224,espa,avanzado,3.92
LUIS MUNOZ MARIN,HUMACAO,YABUCOA,175,espa,avanzado,13.33
LUIS MUNOZ MARIN,MAYAGUEZ,AGUADILLA,524,espa,avanzado,35.92
LUIS MUNOZ MARIN,PONCE,SANTA ISABEL,232,espa,avanzado,11.25
LUIS MUNOZ MARIN,SAN JUAN,CAROLINA,184,espa,avanzado,10.48
LUIS MUNOZ RIVERA,ARECIBO,ARECIBO,249,espa,avanzado,29.63
LUIS MUNOZ RIVERA,PONCE,UTUADO,820,espa,avanzado,15.96
LUIS MUNOZ RIVERA,CAGUAS,GURABO,198,espa,avanzado,22.89
LUIS MUNOZ RIVERA,HUMACAO,YABUCOA,552,espa,avanzado,17.02
LUIS MUNOZ RIVERA,HUMACAO,LAS PIEDRAS,146,espa,avanzado,18.02
LUIS MUNOZ RIVERA,MAYAGUEZ,AGUADILLA,218,espa,avanzado,18.83
LUIS MUNOZ RIVERA,MAYAGUEZ,CABO ROJO,457,espa,avanzado,19.19
LUIS MUNOZ RIVERA,MAYAGUEZ,MAYAGUEZ,296,espa,avanzado,20.94
LUIS MUNOZ RIVERA,PONCE,YAUCO,123,espa,avanzado,71.11
LUIS MUNOZ RIVERA,PONCE,YAUCO,264,espa,avanzado,43.64
LUIS MUNOZ RIVERA,SAN JUAN,SAN JUAN I,324,espa,avanzado,25.68
LUIS MUNOZ RIVERA,SAN JUAN,SAN JUAN II,235,espa,avanzado,21.55
LUIS MUNOZ RIVERA,ARECIBO,VEGA ALTA,198,espa,avanzado,12.88
LUIS MUNOZ RIVERA I,SAN JUAN,GUAYNABO,154,espa,avanzado,38.64
LUIS MUNOZ RIVERA II,SAN JUAN,GUAYNABO,105,espa,avanzado,16.34
LUIS NEGRON LOPEZ,MAYAGUEZ,CABO ROJO,664,espa,avanzado,18.71
LUIS PALES MATOS,BAYAMON,BAYAMON,329,espa,avanzado,8.33
LUIS RAMOS GONZALEZ,CAGUAS,GURABO,258,espa,avanzado,8.2
LUIS RODRIGUEZ CABRERO,SAN JUAN,SAN JUAN I,304,espa,avanzado,2.65
LUIS SANTALIZ CAPESTANY,MAYAGUEZ,MAYAGUEZ,242,espa,avanzado,23.36
LUIS T BALINAS,CAGUAS,CIDRA,232,espa,avanzado,9.15
LUISA M VALDERRAMA  (SAN ANTONIO),ARECIBO,VEGA ALTA,257,espa,avanzado,3.01
LUTGARDA RIVERA REYES,HUMACAO,FAJARDO,112,espa,avanzado,73.68
LUZ A CRUZ DE SANTANA,HUMACAO,LAS PIEDRAS,304,espa,avanzado,64.38
LUZ AMERICA CALDERON,SAN JUAN,CAROLINA,638,espa,avanzado,8.59
LUZ ENEIDA COLON,SAN JUAN,SAN JUAN II,287,espa,avanzado,10.56
LYDIA MELENDEZ,MAYAGUEZ,AGUADILLA,396,espa,avanzado,20.37
LYSANDER BORRERO TERRY,PONCE,SANTA ISABEL,886,espa,avanzado,19.4
MADAME LUCHETTI,SAN JUAN,SAN JUAN I,247,espa,avanzado,23.91
MAGUEYES II,PONCE,YAUCO,139,espa,avanzado,35.09
MANUEL A BARRETO,MAYAGUEZ,MAYAGUEZ,218,espa,avanzado,11.11
MANUEL A PEREZ,SAN JUAN,SAN JUAN II,372,espa,avanzado,9.39
MANUEL ALONSO DIAZ TORRES,BAYAMON,OROCOVIS,160,espa,avanzado,30.59
MANUEL BOADA,SAN JUAN,SAN JUAN II,226,espa,avanzado,80
MANUEL BOU GALI,BAYAMON,COROZAL,418,espa,avanzado,11.17
MANUEL CORCHADO Y JUARBE,MAYAGUEZ,SAN SEBASTIAN,195,espa,avanzado,51.75
MANUEL CRUZ MACEIRA,CAGUAS,BARRANQUITAS,65,espa,avanzado,10
MANUEL CUEVAS BACENER,SAN JUAN,SAN JUAN I,238,espa,avanzado,7.92
MANUEL ELZABURU Y VIZCARRONDO,SAN JUAN,SAN JUAN II,283,espa,avanzado,4.27
MANUEL F ERNANDEZ JUNCOS,PONCE,SANTA ISABEL,412,espa,avanzado,32.65
MANUEL FEBRES GONZALEZ,SAN JUAN,CAROLINA,424,espa,avanzado,9.64
MANUEL GARCIA PEREZ (NUEVA),MAYAGUEZ,AGUADILLA,473,espa,avanzado,6.6
MANUEL GONZALEZ MELO,MAYAGUEZ,AGUADILLA,474,espa,avanzado,15.21
MANUEL GONZALEZ PATO,PONCE,PONCE,483,espa,avanzado,19.04
MANUEL MARTIN MONSERRATE,PONCE,SANTA ISABEL,359,espa,avanzado,21.78
MANUEL MARTINEZ DAVILA,ARECIBO,VEGA ALTA,602,espa,avanzado,13.88
MANUEL MENDEZ LICIAGA,MAYAGUEZ,SAN SEBASTIAN,883,espa,avanzado,24.63
MANUEL NEGRON COLLAZO I,ARECIBO,VEGA ALTA,175,espa,avanzado,40.22
MANUEL PADILLA DAVILA,ARECIBO,VEGA ALTA,200,espa,avanzado,18.46
MANUEL SURILLO,HUMACAO,LAS PIEDRAS,280,espa,avanzado,12.77
MANUEL VELILLA,BAYAMON,TOA BAJA,317,espa,avanzado,19.51
MANUELA TORO MORICE,CAGUAS,GURABO,977,espa,avanzado,15.64
MARCELA GARCIA CORA,CAGUAS,GUAYAMA,114,espa,avanzado,57.5
MARCELINO CANINO CANINO,ARECIBO,VEGA ALTA,464,espa,avanzado,7.74
MARCELINO RODRIGUEZ,MAYAGUEZ,SAN SEBASTIAN,349,espa,avanzado,9.38
MARGARITA JANER PALACIOS,SAN JUAN,GUAYNABO,894,espa,avanzado,22.8
MARGARITA RIVERA DE JANER,CAGUAS,GURABO,511,espa,avanzado,16.59
MARIA C HUERTAS,CAGUAS,BARRANQUITAS,84,espa,avanzado,88.89
MARIA C OSORIO,BAYAMON,TOA BAJA,691,espa,avanzado,14.45
MARIA CADILLA DE MARTINEZ,ARECIBO,ARECIBO,669,espa,avanzado,6.25
MARIA CRUZ BUITRAGO,HUMACAO,YABUCOA,216,espa,avanzado,12.2
MARIA DAVILA SEMIDEY,HUMACAO,YABUCOA,NA,espa,avanzado,NA
MARIA DOLORES FARIA,MAYAGUEZ,MAYAGUEZ,300,espa,avanzado,9.66
MARIA E ARCHEVAL SALAMO DE VALDES,PONCE,PONCE,NA,espa,avanzado,NA
MARIA E BAS DE VAZQUEZ,BAYAMON,BAYAMON,287,espa,avanzado,19.48
MARIA E RODRIGUEZ,BAYAMON,BAYAMON,268,espa,avanzado,16.79
MARIA I DONES,HUMACAO,FAJARDO,115,espa,avanzado,27.27
MARIA J CORREDOR RIVERA,BAYAMON,TOA BAJA,256,espa,avanzado,34.18
MARIA L MC DOUGALL,PONCE,YAUCO,179,espa,avanzado,61.64
MARIA LIBERTAD GOMEZ,PONCE,UTUADO,112,espa,avanzado,6.58
MARIA LUISA ARCELAY,MAYAGUEZ,MAYAGUEZ,119,espa,avanzado,44.62
MARIA M SIMMONS DE RIVERA,HUMACAO,FAJARDO,231,espa,avanzado,17.91
MARIA MILAGROS ORTIZ GARCIA,HUMACAO,YABUCOA,130,espa,avanzado,23.61
MARIA TERESA PINEIRO,BAYAMON,TOA BAJA,380,espa,avanzado,6.76
MARIA TERESA SERRANO,SAN JUAN,CAROLINA,296,espa,avanzado,35.14
MARIA VAZQUEZ DE UMPIERRE,BAYAMON,BAYAMON,406,espa,avanzado,15.13
MARIANA BRACETTI,MAYAGUEZ,AGUADILLA,181,espa,avanzado,62.34
MARIANO ABRIL,MAYAGUEZ,CABO ROJO,152,espa,avanzado,42.25
MARIANO ABRIL ELEMENTAL,SAN JUAN,GUAYNABO,248,espa,avanzado,30.08
MARIANO FELIU BALSEIRO,BAYAMON,BAYAMON,374,espa,avanzado,14.91
MARIANO RIERA PALMER,MAYAGUEZ,MAYAGUEZ,222,espa,avanzado,18.4
MARIN ABAJO,HUMACAO,YABUCOA,86,espa,avanzado,15.91
MARIO PAGAN IRIZARRY,MAYAGUEZ,CABO ROJO,158,espa,avanzado,41.96
MARTA SANCHEZ,HUMACAO,YABUCOA,142,espa,avanzado,9.46
MARTA VELEZ DE FAJARDO,BAYAMON,BAYAMON,608,espa,avanzado,20.11
MARTIN G BRUMBAUGH,PONCE,SANTA ISABEL,367,espa,avanzado,23.81
MARTIN GARCIA GIUSTI,BAYAMON,TOA BAJA,424,espa,avanzado,10.88
MARTIN GONZALEZ,SAN JUAN,CAROLINA,255,espa,avanzado,11.93
MATEO HERNANDEZ,MAYAGUEZ,SAN SEBASTIAN,194,espa,avanzado,19.12
MATIAS GONZALEZ GARCIA,CAGUAS,GURABO,512,espa,avanzado,13.1
MATIAS RIVERA,HUMACAO,LAS PIEDRAS,237,espa,avanzado,35.47
MEDARDO CARAZO,SAN JUAN,GUAYNABO,651,espa,avanzado,4.4
MEDIANIA ALTA ELEMENTAL,HUMACAO,CANOVANAS,676,espa,avanzado,14.02
MERCED MARCANO,BAYAMON,TOA BAJA,137,espa,avanzado,65.15
MERCEDES GARCIA DE COLORADO,BAYAMON,TOA BAJA,246,espa,avanzado,11.79
MERCEDES ROSADO,BAYAMON,COROZAL,493,espa,avanzado,18.94
MICAELA ESCUDERO,ARECIBO,MANATI,205,espa,avanzado,74.6
MIGUEL A RIVERA,MAYAGUEZ,MAYAGUEZ,123,espa,avanzado,15.12
MIGUEL A SASTRE OLIVER,PONCE,UTUADO,176,espa,avanzado,28.13
MIGUEL DE CERVANTES SAAVEDRA,BAYAMON,BAYAMON,574,espa,avanzado,3.49
MIGUEL GONZALEZ BAUZA,PONCE,YAUCO,280,espa,avanzado,15.03
MIGUEL MELENDEZ MUNOZ,CAGUAS,CIDRA,278,espa,avanzado,32.84
MIGUEL MELENDEZ MUNOZ,CAGUAS,CIDRA,762,espa,avanzado,23.98
MIGUEL MELENDEZ MUNOZ,BAYAMON,BAYAMON,577,espa,avanzado,44.59
MIGUEL SUCH,SAN JUAN,SAN JUAN II,1148,espa,avanzado,11.56
MOISES MELENDEZ,SAN JUAN,SAN JUAN II,141,espa,avanzado,20.41
MONSERRATE LEON IRIZARRY,MAYAGUEZ,CABO ROJO,584,espa,avanzado,24.77
MONTE SANTO,HUMACAO,FAJARDO,97,espa,avanzado,0
MYRNA M FUENTES,CAGUAS,GURABO,239,espa,avanzado,37.86
NARCISO RABELL CABRERO,MAYAGUEZ,SAN SEBASTIAN,235,espa,avanzado,15.38
NELIDA MELENDEZ MELENDEZ,BAYAMON,OROCOVIS,499,espa,avanzado,57.32
NEMESIO R CANALES I,SAN JUAN,SAN JUAN I,230,espa,avanzado,8.33
NICANDRO GARCIA,MAYAGUEZ,SAN SEBASTIAN,310,espa,avanzado,10
NICOLAS AGUAYO ALDEA,CAGUAS,GURABO,422,espa,avanzado,17.16
NICOLAS SEVILLA,BAYAMON,TOA BAJA,713,espa,avanzado,18.79
NORMA I TORRES COLON,PONCE,SANTA ISABEL,226,espa,avanzado,3.42
NUESTRA SENORA DE COVADONGA,SAN JUAN,GUAYNABO,126,espa,avanzado,22.54
NUEVA  JUAN S MARCHAND,ARECIBO,MANATI,313,espa,avanzado,15.7
NUEVA BRIGIDA ALVAREZ RODRIGUEZ,ARECIBO,VEGA ALTA,452,espa,avanzado,76.38
NUEVA CEFERINA CORDERO,MAYAGUEZ,SAN SEBASTIAN,467,espa,avanzado,12.28
NUEVA ELEM BO QUEBRADA NEGRITO,SAN JUAN,GUAYNABO,451,espa,avanzado,20.34
NUEVA ELEMENTAL URBANA DE GUAYNABO,SAN JUAN,GUAYNABO,650,espa,avanzado,16.59
